ResponseId,Age,EdLevel,Employment,WorkExp,LearnCodeAI,DevType,OrgSize,RemoteWork,Industry,Country,Language,Database,Salary,EDU,WE,SS Index
270,55-64 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,38,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, full-stack",100 to 499 employees,Remote,Energy,United States of America,C#;Java;JavaScript;Python;SQL;TypeScript,Microsoft SQL Server;MySQL,150000,1,0.5,75000
279,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Developer, back-end","10,000 or more employees",In-person,Software Development,Mexico,HTML/CSS;JavaScript;PHP;SQL,MariaDB;MySQL;Redis,12633,1,0.894736842,11303.21053
281,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Architect, software or solutions","1,000 to 4,999 employees","Hybrid (some in-person, leans heavy to flexibility)",Other:,United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;JavaScript;PHP;PowerShell;SQL,Microsoft SQL Server,106190,1,0.5,53095
284,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Developer, back-end","1,000 to 4,999 employees","Hybrid (some in-person, leans heavy to flexibility)",Banking/Financial Services,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);Python;SQL,Oracle,76512,0.9,0.631578947,43491.03158
286,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,2,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Developer, full-stack","1,000 to 4,999 employees","Hybrid (some remote, leans heavy to in-person)",Retail and Consumer Services,France,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;Python;SQL,MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,23203,0.8,0.973684211,18073.91579
288,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Developer, full-stack",100 to 499 employees,In-person,Healthcare,United States of America,Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL,Elasticsearch;Microsoft SQL Server;Snowflake,106000,1,0.921052632,97631.57895
291,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","Developer, desktop or enterprise applications","1,000 to 4,999 employees",Remote,Software Development,United States of America,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Perl;PHP;PowerShell;Python;SQL;Swift,IBM DB2;MySQL;SQLite,100000,1,1,100000
294,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,22,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, full-stack","10,000 or more employees",Remote,Software Development,United States of America,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python,NA,250000,1,0.5,125000
296,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,21,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, full-stack",500 to 999 employees,"Hybrid (some in-person, leans heavy to flexibility)",Computer Systems Design and Services,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript,Elasticsearch;Microsoft SQL Server;Oracle;PostgreSQL,74878,1,0.5,37439
299,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1,"No, I didn't spend time learning in the past year","Developer, full-stack",100 to 499 employees,In-person,Software Development,India,Dart;HTML/CSS;JavaScript;TypeScript,NA,11624,1,1,11624
300,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10,"No, I didn't spend time learning in the past year","Developer, full-stack","1,000 to 4,999 employees",Remote,Banking/Financial Services,Spain,C#;Elixir;F#;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript;Gleam,Cosmos DB;Databricks SQL;Dynamodb;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,127616,1,0.763157895,97391.15789
301,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, back-end",100 to 499 employees,Remote,Software Development,Sweden,Java;Kotlin;SQL,H2;Oracle;PostgreSQL,84277,0.9,0.5,37924.65
302,55-64 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,40,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Architect, software or solutions",100 to 499 employees,In-person,Software Development,United States of America,C++;HTML/CSS;Java;JavaScript;SQL,MySQL;Oracle;SQLite,175000,0.9,0.5,78750
310,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3,"No, I didn't spend time learning in the past year",DevOps engineer or professional,"1,000 to 4,999 employees","Hybrid (some in-person, leans heavy to flexibility)",Software Development,Netherlands,Bash/Shell (all shells);C#;Go;JavaScript;PowerShell;Rust;TypeScript,NA,63808,1,0.947368421,60449.68421
311,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,13,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, back-end","10,000 or more employees",Remote,Fintech,United States of America,Bash/Shell (all shells);JavaScript;Python;Rust;SQL;TypeScript,InfluxDB;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,100000,1.25,0.684210526,85526.31579
312,25-34 years old,"Associate degree (A.A., A.S., etc.)",Employed,6,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",System administrator,100 to 499 employees,"Hybrid (some remote, leans heavy to in-person)",Other:,France,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Scala,MariaDB;MySQL;PostgreSQL,46406,1.15,0.868421053,46344.93947
315,45-54 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,30,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",Cloud infrastructure engineer,"10,000 or more employees",Remote,Computer Systems Design and Services,Netherlands,Assembly;Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,MariaDB;Microsoft SQL Server;MySQL;Neo4J;PostgreSQL,75410,1.25,0.5,47131.25
325,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,28,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, AI apps or physical AI","5,000 to 9,999 employees","Hybrid (some in-person, leans heavy to flexibility)",Banking/Financial Services,Germany,Bash/Shell (all shells);Groovy;Python;SQL,PostgreSQL;Redis;SQLite,119495,0.9,0.5,53772.75
327,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, back-end","10,000 or more employees",Remote,Banking/Financial Services,Canada,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python;R;SQL;VBA,MongoDB;MySQL,65663,1,0.973684211,63935.02632
330,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,9,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Developer, embedded applications or devices",100 to 499 employees,"Hybrid (some remote, leans heavy to in-person)",Retail and Consumer Services,Italy,Bash/Shell (all shells);C;C#;C++;GDScript;JavaScript;Python;Rust;TypeScript,NA,52207,1,0.789473684,41216.05263
338,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,16,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",Applied scientist,"1,000 to 4,999 employees","Hybrid (some remote, leans heavy to in-person)",Software Development,Serbia,Bash/Shell (all shells);C;HTML/CSS;Java;Kotlin;Python;Ruby;Rust;SQL,Elasticsearch;PostgreSQL;SQLite;Clickhouse,148496,0.8,0.605263158,71903.32632
345,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, back-end","10,000 or more employees","Hybrid (some remote, leans heavy to in-person)",Software Development,United States of America,Bash/Shell (all shells);C#;HTML/CSS;PowerShell;Python;Scala,Cosmos DB;Microsoft SQL Server;Redis,200000,1,0.947368421,189473.6842
347,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",AI/ML engineer,"5,000 to 9,999 employees","Hybrid (some in-person, leans heavy to flexibility)",Other:,South Africa,Bash/Shell (all shells);C;Python;R;Rust;SQL,DuckDB;MySQL;PostgreSQL,214240,1,0.631578947,135309.4737
351,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, full-stack",100 to 499 employees,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Belgium,Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,Elasticsearch;InfluxDB;MariaDB;Microsoft SQL Server;MongoDB;PostgreSQL;Redis;SQLite,81210,1,0.5,40605
356,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, full-stack","1,000 to 4,999 employees","Hybrid (some in-person, leans heavy to flexibility)",Computer Systems Design and Services,Germany,Bash/Shell (all shells);C;C++;Groovy;Java;JavaScript;Kotlin;PowerShell;Python;Swift;TypeScript,BigQuery,69609,1,0.868421053,60449.92105
357,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, mobile","1,000 to 4,999 employees",Remote,Software Development,Hungary,Bash/Shell (all shells);Kotlin;Python;Swift,NA,127616,0.9,0.815789474,93697.01053
358,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, back-end",100 to 499 employees,"Hybrid (some remote, leans heavy to in-person)",Banking/Financial Services,Germany,C#;JavaScript;PowerShell,NA,98612,1,0.710526316,70066.42105
359,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,25,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, desktop or enterprise applications","1,000 to 4,999 employees",Remote,Computer Systems Design and Services,Bulgaria,Assembly;Bash/Shell (all shells);C;C++;Lua;Python,NA,35584,1.25,0.5,22240
361,55-64 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, mobile","10,000 or more employees",In-person,Fintech,United States of America,Swift,NA,240000,1,0.5,120000
362,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,8,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, full-stack",500 to 999 employees,Remote,Software Development,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,PostgreSQL;Snowflake;SQLite,150000,1,0.815789474,122368.4211
372,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,29,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Developer, desktop or enterprise applications",100 to 499 employees,"Hybrid (some remote, leans heavy to in-person)",Software Development,Sweden,Bash/Shell (all shells);C;C#;C++;Java;Python,NA,115304,0.9,0.5,51886.8
373,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,13,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, full-stack","10,000 or more employees","Hybrid (some in-person, leans heavy to flexibility)",Retail and Consumer Services,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,MongoDB;MySQL;PostgreSQL;Redis;SQLite;Supabase;Pocketbase,160000,1,0.684210526,109473.6842
382,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Developer, full-stack","1,000 to 4,999 employees",Remote,Energy,United States of America,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Visual Basic (.Net),Microsoft SQL Server,175000,1,0.631578947,110526.3158
395,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,18,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, back-end","10,000 or more employees","Hybrid (some in-person, leans heavy to flexibility)",Software Development,Singapore,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lisp;Python;Ruby;TypeScript,MySQL;PostgreSQL;Redis;SQLite,242148,1.25,0.552631579,167273.2895
400,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,17,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, full-stack","10,000 or more employees","Hybrid (some remote, leans heavy to in-person)",Manufacturing,Germany,Bash/Shell (all shells);C++;HTML/CSS;PowerShell;Python,NA,98612,0.9,0.578947368,51382.04211
407,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",DevOps engineer or professional,"1,000 to 4,999 employees","Hybrid (some remote, leans heavy to in-person)",Banking/Financial Services,Philippines,C#;Dart;JavaScript;PowerShell;Python;TypeScript;VBA,BigQuery;MariaDB;MySQL;PostgreSQL;Redis,43897,1,0.842105263,36965.89474
410,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, back-end",100 to 499 employees,Remote,Banking/Financial Services,Portugal,Bash/Shell (all shells);Go;JavaScript;TypeScript,Dynamodb;MongoDB,81210,1,0.631578947,51290.52632
411,25-34 years old,"Associate degree (A.A., A.S., etc.)",Employed,6,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, full-stack","10,000 or more employees",Remote,Insurance,United States of America,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL,Elasticsearch;Microsoft SQL Server;PostgreSQL;SQLite,120000,1.15,0.868421053,119842.1053
414,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Developer, back-end",100 to 499 employees,Remote,Energy,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,DuckDB;Dynamodb;Elasticsearch;PostgreSQL;SQLite;Amazon Redshift,118443,1,0.842105263,99741.47368
420,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20,"No, I didn't spend time learning in the past year","Developer, back-end","1,000 to 4,999 employees",Remote,Computer Systems Design and Services,United States of America,Go;HTML/CSS;JavaScript;Python;TypeScript,PostgreSQL,300000,0.9,0.5,135000
425,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,8,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, back-end","1,000 to 4,999 employees",Remote,Software Development,Canada,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Cosmos DB;Microsoft SQL Server;MongoDB;PostgreSQL;Redis;SQLite,72958,1,0.815789474,59518.36842
